1,1,2.654117974401781
1,2,1.6440677966101696
1,3,2.064430482900029
1,4,1.8277710405044871
1,5,1.5670943728879965
1,6,1.7047746683627112
1,7,2.3205794782917835
1,8,2.5171183702773043
1,9,1.255263219112755
1,10,1.406957427289182
1,11,1.3424158494897322
1,12,2.0238925481079684
2,1,3.3605200945626477
2,2,1.7347655499766785
2,3,2.2098828715688033
2,4,1.9476472343812177
2,5,1.5909520258513548
2,6,1.6664842930743629
2,7,2.1008273009307135
2,8,2.2269579591654383
2,9,1.3283675310555414
2,10,1.3558387788696562
2,11,1.2433951104100947
2,12,1.8232407522730103
3,1,3.411265790152101
3,2,1.7232536863631471
3,3,1.8803037517856696
3,4,2.0216558261483386
3,5,1.467122436295836
3,6,1.6171168137221885
3,7,1.7838548452045384
3,8,2.1035845267202236
3,9,1.2812123738075392
3,10,1.4444202477739063
3,11,1.1840682298579364
3,12,1.535830536059404
4,1,3.003616590145433
4,2,1.8302287449936834
4,3,1.7513033641550266
4,4,2.0227601336191854
4,5,1.418376944410949
4,6,1.6434352217242993
4,7,1.1762677815180802
4,8,2.155126615902249
4,9,1.2815580784342082
4,10,1.4240541496186292
4,11,1.1944089613835118
4,12,1.5457433787338213
5,1,2.8100941877951615
5,2,1.764112250404749
5,3,1.7241396761133603
5,4,1.6376070034192594
5,5,1.3358369878613137
5,6,1.6762423753139577
5,7,1.6200014039356998
5,8,2.1083283772770325
5,9,1.2790421195652173
5,10,1.4143272023233302
5,11,1.2495832516179644
5,12,1.6952141710260527
6,1,2.467724533564906
6,2,1.6717060901209462
6,3,1.7725312369076078
6,4,1.5951052161097823
6,5,1.468188254493964
6,6,1.7396456407467826
6,7,1.7898090581233268
6,8,1.9714039435405668
6,9,1.2176095443633455
6,10,1.4212676923076923
6,11,1.3160107088347888
6,12,1.7001955479360318
7,1,2.1322472448490655
7,2,1.6371174470311274
7,3,1.7482142857142857
7,4,1.6108402146480116
7,5,1.4906509276505164
7,6,1.7832510072613872
7,7,1.9161428859015366
7,8,2.0696870925684485
7,9,1.381070091946588
7,10,1.452290817317026
7,11,1.241053276178812
